və	vE
Əbu	Ebu
möhkəm	mEhTEm
əsrlər	EsrlEr
Abbas	abbas
nəhəng	nEhEnT
Gənc	TEnj
artır	artur
ayrıca	ayruja
verə	verE
A	a
hissələri	hissElEri
Respublika	respubliTa
cəhd	jEhd
dillərində	dillErindE
Üç	iC
məhsulları	mEhsullaru
özünəməxsus	EzinEmExsus
binanın	binanun
suyu	suyu
cinsi	jinsi
metal	metal
Komitəsinin	TomitEsinin
dərəcəli	dErEjEli
Heydər	heydEr
Yəni	yEni
yaratmışdır	yaratmuSdur
surətdə	surEtdE
bazar	bazar
yan	yan
şeir	Seir
Hava	hava
Kral	Sral
bilərdi	bilErdi
növbədə	nEvbEdE
Ağ	a
partiya	partia
yaranması	yaranmasu
formalı	formalu
əlverişli	ElveriSli
təsviri	tEsviri
yüz	yiz
Türkiyənin	tirTiyEnin
üzvüdür	izvidir
Su	su
dollar	dollar
kitabında	Titabunda
əsrə	EsrE
ikən	iTEn
müzakirə	mizaTirE
çəkilmiş	CETilmiS
Aşağı	aSau
doğma	doma
dəqiqə	dEgigE
halında	halunda
həftə	hEftE
arxeoloji	arxeoloZi
nümayəndəsi	nimayEndEsi
normal	normal
olmadığını	olmaduuunu
Biz	biz
dördüncü	dErdinji
göstərdi	TEstErdi
inkişafında	inTiSafunda
insanlara	insanlara
insanları	insanlaru
təchiz	tEjhiz
üzv	izv
bildirdi	bildirdi
tədbirlər	tEdbirlEr
ölkələrin	ElTElErin
Filmin	filmin
keçirmək	TeCirmES
uğurla	urla
ziyarət	ziyarEt
tünd	tind
təbiət	tEbiEt
etdikdən	etdiSdEn
qəzet	gEzet
əlində	ElindE
döyüşdə	dEyiSdE
tibbi	tibbi
katibi	Tatibi
imkanı	imTanu
İbn	ibn
fəlsəfi	fElsEfi
qoyulmuşdur	goyulmuSdur
Azərbaycana	azErbayjana
at	at
cəmiyyətin	jEmiyyEtin
məhkəmə	mEhTEmE
xarakterizə	xaraSterizE
Həm	hEm
keçid	TeCid
idarəetmə	idarEetmE
süni	sini
hazırlanır	hazurlanur
materialları	materiallaru
siyahıya	siyahuya
zərər	zErEr
ardınca	ardunja
bölgəsində	bElTEsindE
məsafədə	mEsafEdE
aparan	aparan
İndi	indi
Molla	molla
bənzər	bEnzEr
filmdə	filmdE
rəssam	rEssam
siyasəti	siyasEti
Mustafa	mustafa
ala	ala
hazır	hazur
ulduz	ulduz
Günəş	TinES
gündən	TindEn
mükəmməl	miTEmmEl
Olimpiya	olimpia
günəş	TinES
kim	Tim
qonşu	gonSu
yüngül	yinTil
istiqamətdə	istigamEtdE
maddələr	maddElEr
çəkilmişdir	CETilmiSdir
habelə	habelE
bitirmişdir	bicirmiSdir
güc	Tij
əsərlərində	EsErlErindE
ayrı	ayru
önəmli	EnEmli
üzvi	izvi
şəhərinə	SEhErinE
Vətən	vEtEn
siyasət	siyasEt
keçirilməsi	TeCirilmEsi
təslim	tEslim
komandası	Tomandasu
məsələləri	mEsElElEri
mənbələrdə	mEnbElErdE
paytaxtı	paytaxtu
Nazirliyinin	nazirliyinin
müvəqqəti	mivEggEti
Ukrayna	uSrayna
məqsəd	mEgsEd
uşaqlar	uSaglar
and	and
seçilmişdir	seCilmiSdir
terrorçuları	terrorCularu
yemək	yemES
İncəsənət	injEsEnEt
edəcək	edEjES
verilmiş	verilmiS
nömrəli	nEmrEli
rəsm	rEsm
İtaliya	italia
bitir	bicir
ermənilər	ermEnilEr
yaxından	yaxundan
gürcü	Tirji
işləyib	iSlEyib
alınması	alunmasu
rəqs	rEgs
həkim	hETim
tərzi	tErzi
dedi	dedi
klubu	Slubu
Əslində	EslindE
Hələ	hElE
oldular	oldular
qrupunun	grupunun
kəsb	TEsb
maddə	maddE
oluna	oluna
terror	terror
yeraltı	yeraltu
dostu	dostu
ibtidai	ibtida
İnstitutunda	institutunda
qrupun	grupun
sayılan	sayulan
mənbəyi	mEnbEyi
qoyur	goyur
video	video
olunduğu	olundu
mühafizə	mihafizE
verilməsi	verilmEsi
olmadığı	olmaduuu
rəisi	rEisi
yazırdı	yazurdu
yerləri	yerlEri
hazırlanan	hazurlanan
Ölkənin	ElTEnin
Afrika	afriTa
həyatının	hEyatunun
şəxsin	SExsin
hakimi	haTimi
münasibətləri	minasibEtlEri
mərhələsində	mErhElEsindE
Əmir	Emir
kənarda	TEnarda
çevrilmişdir	CevrilmiSdir
Rusiyada	rusiyada
V	ve
C	je
hazırlanması	hazurlanmasu
Yuxarı	yuxaru
uğur	ur
Nazirliyi	nazirliyi
zərbə	zErbE
şeyi	Seyi
Cənub	jEnub
bədən	bEdEn
hərəkəti	hErETEti
Qafqazda	gafgazda
sahələrdə	sahElErdE
mülki	milTi
sakinləri	saTinlEri
etmə	etmE
mənsub	mEnsub
sərf	sErf
yerləşirdi	yerlESirdi
adası	adasu
göndərdi	TEndErdi
kompüter	Tompicer
növbəsində	nEvbEsindE
qalibi	galibi
oxşar	oxSar
ölkələrində	ElTElErindE
kino	Tino
məktəbin	mEStEbin
nümunələri	nimunElEri
qorumaq	gorumax
yaradıcılıq	yaradujulux
yaranmış	yaranmuS
ardıcıl	ardujul
nüfuzlu	nifuzlu
prezident	prezident
əhəmiyyəti	EhEmiyyEti
Muxtar	muxtar
Neft	neft
hazırlanmışdır	hazurlanmuSdur
Daxili	daxili
Polşa	polSa
XVI	xvu
bərk	bErS
əməkdar	EmESdar
Xan	xan
çatdı	Catdu
yaratdı	yaratdu
almağa	alma
Xüsusi	xisusi
mənada	mEnada
azı	azu
evində	evindE
çalışıb	CaluSub
qanun	ganun
İsrail	isral
Paşa	paSa
müqayisədə	migayisEdE
xadimi	xadimi
xidməti	xidmEti
yazı	yazu
gündəlik	TindEliS
təsərrüfat	tEsErrifat
əlaqələr	ElagElEr
qətlə	gEtlE
sonu	sonu
yarısında	yarusunda
Əhalinin	Ehalinin
redaktoru	redaStoru
saxlamaq	saxlamax
Koreya	Toreya
asılıdır	asuludur
bura	bura
keçirilmişdir	TeCirilmiSdir
mənasında	mEnasunda
qış	guS
üsyan	isyan
Təbii	tEbii
yük	yiS
sabit	sabit
suda	suda
ın	un
getdikcə	TetdiSjE
çıxmışdır	CuxmuSdur
İsa	isa
nəzəriyyəsi	nEzEriyyEsi
dəyişikliklər	dEyiSiSliSlEr
oğlan	olan
yumurta	yumurta
söhbət	sEhbEt
temperaturu	temperaturu
divarları	divarlaru
etiraz	eciraz
nüvə	nivE
yüksəklikdə	yiSsESliSdE
bilirlər	bilirlEr
qrupa	grupa
Süleyman	sileyman
kimya	Timya
münasibətlər	minasibEtlEr
nəfərdir	nEfErdir
vəzifəsini	vEzifEsini
çıxıb	Cuxub
edər	edEr
sürəti	sirEti
edilməsinə	edilmEsinE
vaxtlar	vaxtlar
Bakıya	baTuya
nəzarəti	nEzarEti
a	a
dövrə	dEvrE
İstanbul	istanbul
cüt	jit
öyrənir	EyrEnir
edilərək	edilErES
nəsil	nEsil
çatan	Catan
əlaqədardır	ElagEdardur
istisna	istisna
kəs	TEs
edam	edam
etsə	etsE
filmində	filmindE
əsrdən	EsrdEn
akademik	aTademiS
məktəbinin	mEStEbinin
tip	tip
meyvə	meyvE
əlaqələri	ElagElEri
çıxmış	CuxmuS
ərazisinin	Erazisinin
Növbəti	nEvbEti
istilik	istiliS
yazılmışdır	yazulmuSdur
özlərini	EzlErini
Aşıq	aSux
Hindistan	hindistan
səviyyəsi	sEviyyEsi
fəaliyyətinin	fEaliyyEtinin
minlərlə	minlErlE
əvvəlində	EvvElindE
Aleksandr	aleSsand3r
kq	kage
milyard	milyard
tarixinin	tarixinin
şəhərə	SEhErE
apardığı	aparduuu
hücuma	hijuma
ailəsinin	alEsinin
XVII	xvuu
göstərdiyi	TEstErdiyi
xarakter	xaraSter
özündən	EzindEn
Nəhayət	nEhayEt
məscid	mEsjid
qalası	galasu
təmiz	tEmiz
əmri	Emri
Türkiyədə	tirTiyEdE
artması	artmasu
qələmə	gElEmE
respublika	respubliTa
Tibb	tibb
diqqəti	diggEti
göl	TEl
mane	mane
tapmışdır	tapmuSdur
Məmməd	mEmmEd
Qafqazın	gafgazun
asanlıqla	asanlugla
diqqətini	diggEtini
forma	forma
sözünün	sEzinin
ton	ton
Krım	Srum
razı	razu
Şuşa	SuSa
dolu	dolu
hal	hal
heyətinin	heyEtinin
səhnə	sEhnE
Əvvəlcə	EvvEljE
məsələ	mEsElE
oynamışdır	oynamuSdur
Avropanın	avropanun
Tarix	tarix
Əmək	EmES
Quba	guba
çıxarır	Cuxarur
kitabxana	Titabxana
gedib	Tedib
hadisələri	hadisElEri
oyunu	oyunu
piyada	piyada
təlim	tElim
xalqı	xalgu
abidə	abidE
boz	boz
İnstitutu	institutu
başlamış	baSlamuS
işini	iSini
zamanlar	zamanlar
İranın	iranun
Sonrakı	sonraTu
edək	edES
sahələrində	sahElErindE
Birliyinin	birliyinin
Mahmud	mahmud
olmaması	olmamasu
yaradıcılığı	yaradujuluuu
etməli	etmEli
hakimiyyətə	haTimiyyEtE
səkkiz	sESTiz
əlaqəsi	ElagEsi
gəmi	TEmi
müqavimət	migavimEt
kənddə	TEnddE
müəllif	miEllif
vilayətinin	vilayEtinin
musiqisi	musigisi
müqayisə	migayisE
qayıdır	gayudur
rəngi	rEnTi
həcmi	hEjmi
qar	gar
yaralanmışdır	yaralanmuSdur
şöbəsinin	SEbEsinin
Adanın	adanun
Lənkəran	lEnTEran
ortalarında	ortalarunda
proqramı	programu
Dünyanın	dinyanun
gətirən	TEtirEn
mövzusu	mEvzusu
özəl	EzEl
sərhəd	sErhEd
məhsul	mEhsul
tərkibi	tErTibi
ömrünün	Emrinin
İttifaqı	ittifagu
düşdü	diSdi
istifadəsi	istifadEsi
kilometr	Tilomet3r
qarışıq	garuSux
işlərinə	iSlErinE
səthi	sEthi
nəzəri	nEzEri
dəri	dEri
kvadrat	Svadrat
sözlə	sEzlE
təcrübə	tEjribE
orqanları	organlaru
sırasında	surasunda
açılır	aCulur
tutulur	tutulur
aparmaq	aparmax
üzə	izE
adlandırılan	adlandurulan
istəyən	istEyEn
ölçülü	ElCili
olmasa	olmasa
general	Teneral
məcburiyyətində	mEjburiyyEtindE
qalıb	galub
xanı	xanu
Filmdə	filmdE
Müdafiə	midafiE
tapır	tapur
boş	boS
tarixinə	tarixinE
vəzifəsi	vEzifEsi
nəfərlik	nEfErliS
yapon	yapon
çiçək	CiCES
Tarixi	tarixi
albomu	albomu
dilindən	dilindEn
Müharibə	miharibE
Prezidenti	prezidenti
kənar	TEnar
kitabın	Titabun
nöqtəsi	nEgtEsi
proses	proses
sahil	sahil
Üçüncü	iCinji
Musiqi	musigi
torpaqları	torpaglaru
diametri	diametri
gələcəkdə	TElEjESdE
küçəsi	TiCEsi
dənizi	dEnizi
dairəvi	darEvi
etdirmək	etdirmES
sevgi	sevTi
xahiş	xahiS
üzərindəki	izErindETi
İraq	irax
azadlıq	azadlux
hissəyə	hissEyE
nazik	naziS
dar	dar
müddətində	middEtindE
dərk	dErS
hadisələrin	hadisElErin
hissəsinə	hissEsinE
sona	sona
yaradılıb	yaradulub
asan	asan
qabiliyyəti	gabiliyyEti
vətəndaş	vEtEndaS
ölümü	Elimi
vermişdi	vermiSdi
keçirdiyi	TeCirdiyi
məsləhət	mEslEhEt
yazılı	yazulu
qolu	golu
Yaşayış	yaSayuS
ailənin	alEnin
bitirib	bicirib
çatmışdır	CatmuSdur
adamları	adamlaru
bizə	bizE
konkret	TonSret
vaxtdan	vaxtdan
sonlarında	sonlarunda
sözlərinə	sEzlErinE
əsaslanır	Esaslanur
artisti	artisti
çar	Car
yaşamış	yaSamuS
əsaslı	Esaslu
d	de
mineral	mineral
səyahət	sEyahEt
tikilmiş	tiTilmiS
Heç	heC
Orada	orada
istəyirdi	istEyirdi
qüvvə	givvE
yaradan	yaradan
əsrlərə	EsrlErE
Yüksək	yiSsES
işləməyə	iSlEmEyE
maye	maye
mərkəzindən	mErTEzindEn
qəzetində	gEzecindE
albom	albom
Ümumilikdə	imumiliSdE
üstünə	istinE
arxasında	arxasunda
quş	guS
təhlükəli	tEhliTEli
verirlər	verirlEr
başlandı	baSlandu
yuxarıda	yuxaruda
əlinə	ElinE
alimlər	alimlEr
etməsinə	etmEsinE
yarım	yarum
Şirvan	Sirvan
birləşdirən	birlESdirEn
göy	TEy
ürək	irES
Seyid	seyid
bildi	bildi
cinayət	jinayEt
ekoloji	eToloZi
hissədən	hissEdEn
kralı	Sralu
çəkilir	CETilir
İşlər	iSlEr
keçirən	TeCirEn
xidmətləri	xidmEtlEri
yolları	yollaru
adlandırılır	adlandurulur
qüvvəsi	givvEsi
dünyasını	dinyasunu
səsi	sEsi
universitet	universicet
olmaz	olmaz
sahibdir	sahibdir
təyyarə	tEyyarE
qoşun	goSun
ərazinin	Erazinin
layihəsi	layihEsi
adında	adunda
etməkdə	etmESdE
evə	evE
qadınların	gadunlarun
seçki	seCTi
ci	ji
halına	haluna
uzanır	uzanur
alınmış	alunmuS
misal	misal
ni	ni
təşkilatı	tESTilatu
üzvlərinin	izvlErinin
şirkətinin	SirTEtinin
fikri	fiSri
keçirildi	TeCirildi
klub	Slub
prosesində	prosesindE
bilirdi	bilirdi
səmərəli	sEmErEli
bilavasitə	bilavasitE
namizədi	namizEdi
qiyməti	giymEti
təhlükə	tEhliTE
Tanrı	tanru
Yaxın	yaxun
kütləsi	TitlEsi
medal	medal
sənayesi	sEnayesi
əziyyət	EziyyEt
Avstriya	avstria
ata	ata
keçmişdir	TeCmiSdir
təşkilat	tESTilat
uşağı	uSau
Ada	ada
saxlayır	saxlayur
çalışırdı	CaluSurdu
bioloji	bioloZi
dəstəsi	dEstEsi
pedaqoji	pedagoZi
çayın	Cayun
İranda	iranda
Fransız	fransuz
döyüşlərdə	dEyiSlErdE
evinə	evinE
qəzetinin	gEzecinin
top	top
ərazini	Erazini
layihə	layihE
mədəniyyətinin	mEdEniyyEtinin
hökmdarı	hESmdaru
adlandırırlar	adlandururlar
gündə	TindE
mərhələdə	mErhElEdE
Əvvəllər	EvvEllEr
dan	dan
komandiri	Tomandiri
qüvvələrinin	givvElErinin
yaradılan	yaradulan
hökumətinin	hETumEtinin
narahat	narahat
tərəfdə	tErEfdE
cəmiyyət	jEmiyyEt
heyvanların	heyvanlarun
xüsusiyyəti	xisusiyyEti
Adətən	adEtEn
xal	xal
İqtisadi	igtisadi
Sosial	sosial
balla	balla
olanlar	olanlar
təklifi	tESlifi
qoşunlarının	goSunlarunun
yaranmasına	yaranmasuna
Üstəlik	istEliS
ölkələri	ElTElEri
örtüyü	Ertiyi
almışdı	almuSdu
məqsədlə	mEgsEdlE
nəhayət	nEhayEt
xas	xas
sistemində	sistemindE
bunların	bunlarun
vəziyyətə	vEziyyEtE
çəkən	CETEn
şeirlər	SeirlEr
Fransanın	fransanun
dərman	dErman
verilib	verilib
zəruri	zEruri
əsaslanan	Esaslanan
kilsəsi	TilsEsi
Şurası	Surasu
münasibət	minasibEt
dilini	dilini
istirahət	istirahEt
un	un
evdə	evdE
məşhurdur	mEShurdur
səviyyəsində	sEviyyEsindE
diplomatik	diplomatiS
ölkələr	ElTElEr
başı	baSu
İctimai	ijtima
Fəal	fEal
Prezident	prezident
gölü	TEli
məktub	mEStub
tələbələr	tElEbElEr
Ölkədə	ElTEdE
əsərlərinin	EsErlErinin
ehtiva	ehtiva
radio	radio
yaşayırlar	yaSayurlar
Keçmiş	TeCmiS
divar	divar
hörmət	hErmEt
olmuşlar	olmuSlar
sanki	sanTi
Paris	paris
cavan	javan
etdirdi	etdirdi
gələrək	TElErES
tapmaq	tapmax
tarixə	tarixE
Xüsusilə	xisusilE
alınmaya	alunmaya
uğursuz	ursuz
yerlərində	yerlErindE
mükafatına	miTafatuna
alındı	alundu
nəinki	nEinTi
tutulmuş	tutulmuS
Təbriz	tEbriz
işarə	iSarE
danışır	danuSur
gənclər	TEnjlEr
şöhrət	SEhrEt
dəstə	dEstE
özləri	EzlEri
heyvanlar	heyvanlar
faydalı	faydalu
keçərək	TeCErES
məlumata	mElumata
Ədəbiyyat	EdEbiyyat
göstərilən	TEstErilEn
qəti	gEti
etmişdilər	etmiSdilEr
verərək	verErES
olmayaraq	olmayarax
bilməyən	bilmEyEn
formaları	formalaru
həyatda	hEyatda
nəfərə	nEfErE
təzyiq	tEzyix
nazir	nazir
tikintisi	tiTintisi
verməyə	vermEyE
Şəki	SETi
Mariya	maria
beləliklə	belEliSlE
cərəyan	jErEyan
həyatın	hEyatun
həlli	hElli
aşağıdakı	aSaudaTu
ibadət	ibadEt
Bunların	bunlarun
Siyasi	siyasi
arası	arasu
dəstəyi	dEstEyi
jurnalı	Zurnalu
qurulmuşdur	gurulmuSdur
məhrum	mEhrum
ordeni	ordeni
orqanı	organu
sahillərində	sahillErindE
xəstəlik	xEstEliS
Qısa	gusa
adamı	adamu
başlamışdı	baSlamuSdu
bütöv	bicEv
qüvvələr	givvElEr
jurnalının	Zurnalunun
olmasıdır	olmasudur
sisteminə	sisteminE
bölgədə	bElTEdE
hissi	hissi
səhər	sEhEr
tərkib	tErTib
İttifaqının	ittifagunun
keçirilmiş	TeCirilmiS
Ağa	a
hansısa	hansusa
möhtəşəm	mEhtESEm
problemi	problemi
görülüb	TErilib
şirin	Sirin
Bizans	bizans
qatı	gatu
sinir	sinir
uşaqları	uSaglaru
mavi	mavi
keçib	TeCib
turizm	turizm
Binanın	binanun
səfər	sEfEr
Ölkə	ElTE
atəşə	atESE
lideri	lideri
olduqları	olduglaru
problemlər	problemlEr
varlı	varlu
təqib	tEgib
vəzifə	vEzifE
məscidi	mEsjidi
psixoloji	psixoloZi
regional	reTional
sayının	sayunun
sistemləri	sistemlEri
şəxslərin	SExslErin
gil	Til
qiymət	giymEt
xətt	xEtt
Karl	Tarl
incə	injE
uşaqların	uSaglarun
xalqların	xalglarun
şahın	Sahun
azalır	azalur
müşayiət	miSayiEt
çempionu	Cempionu
ərazisindən	ErazisindEn
heyətində	heyEtindE
tayfa	tayfa
mətbuat	mEtbuat
öyrənilməsi	EyrEnilmEsi
alətləri	alEtlEri
böyükdür	bEyiSdir
bəstəkar	bEstETar
doktorluq	doStorlux
müntəzəm	mintEzEm
the	the
dilləri	dillEri
göstərilmişdir	TEstErilmiSdir
kompleksi	TompleSsi
maddələrin	maddElErin
mərkəz	mErTEz
xidmətə	xidmEtE
rayonlarında	rayonlarunda
tutmuşdur	tutmuSdur
Partiyası	partiyasu
Qazax	gazax
mövsüm	mEvsim
mühasirəyə	mihasirEyE
yaşayırdı	yaSayurdu
Kommunist	Tommunist
yaradıldı	yaraduldu
yerin	yerin
getdi	Tetdi
görünən	TErinEn
körpü	TErpi
mənə	mEnE
sözündən	sEzindEn
sənəti	sEnEti
əsərlərini	EsErlErini
Dağlıq	dalux
Uzunluğu	uzunlu
Uşaq	uSax
buradan	buradan
hissəsidir	hissEsidir
səviyyəli	sEviyyEli
vermir	vermir
şərti	SErti
Almaniyanın	almaniyanun
bürünc	birinj
maksimum	maSsimum
səhv	sEhv
tikilmişdir	tiTilmiSdir
Musa	musa
azdır	azdur
bal	bal
başında	baSunda
yaşamışdır	yaSamuSdur
alimi	alimi
salır	salur
bilmək	bilmES
hala	hala
ixtisası	ixtisasu
məqalə	mEgalE
qadının	gadunun
yarpaqları	yarpaglaru
öyrənmək	EyrEnmES
bitkilər	bitTilEr
şairi	Sari
cənubda	jEnubda
haqqı	haggu
mükafat	miTafat
yaxındır	yaxundur
elementləri	elementlEri
işinə	iSinE
ortaq	ortax
Mir	mir
adanın	adanun
metrdir	metrdir
sonda	sonda
çılpaq	Culpax
Araz	araz
Moskvada	mosSvada
axır	axur
yolunu	yolunu
yumşaq	yumSax
Şahzadə	SahzadE
demokratik	demoSratiS
bilmişdir	bilmiSdir
vaxtlarda	vaxtlarda
şirkət	SirTEt
istinad	istinad
yaşlarından	yaSlarundan
anlayışı	anlayuSu
bildirmişdir	bildirmiSdir
bölgə	bElTE
ediblər	ediblEr
hücumu	hijumu
mülayim	milayim
işlərinin	iSlErinin
mövzu	mEvzu
sahəsinin	sahEsinin
sistemin	sistemin
kosmik	TosmiS
materiallar	materiallar
oğlunun	olunun
qoydu	goydu
yarandı	yarandu
Robert	robert
getmək	TetmES
hekayə	heTayE
termini	termini
yağış	yauS
Sovetinin	sovecinin
dostluq	dostlux
hazırlanmasında	hazurlanmasunda
paralel	paralel
Pedaqoji	pedagoZi
bitkilərin	bitTilErin
qrupuna	grupuna
qəhrəman	gEhrEman
rabitə	rabitE
B	be
gətirdi	TEtirdi
mis	mis
Almaniyada	almaniyada
Birliyi	birliyi
abidələri	abidElEri
göstərib	TEstErib
istifadəyə	istifadEyE
yerdən	yerdEn
əraziləri	ErazilEri
Fətəli	fEtEli
XV	xeve
cəmiyyətinin	jEmiyyEtinin
metrə	metrE
problem	problem
təqdirdə	tEgdirdE
xalqlarının	xalglarunun
anda	anda
arvadı	arvadu
Bina	bina
Erməni	ermEni
imperator	imperator
medalı	medalu
nəticələri	nEtijElEri
oradan	oradan
təmir	tEmir
Həyat	hEyat
Kür	Tir
işlərini	iSlErini
komandasının	Tomandasunun
Ceyms	jeyms
biləcəyi	bilEjEyi
ölçüsü	ElCisi
sözün	sEzin
yaradıcılığında	yaradujuluuunda
buraya	buraya
kəndindən	TEndindEn
nümayəndə	nimayEndE
Şamaxı	Samaxu
əraziyə	EraziyE
sinif	sinif
şimalda	Simalda
ətraflı	Etraflu
xarakterik	xaraSteriS
İlin	ilin
Əliyevin	Eliyevin
ermənilərin	ermEnilErin
hüquqları	higuglaru
seçilən	seCilEn
çəkisi	CETisi
dildə	dildE
məlumatları	mElumatlaru
respublikanın	respubliTanun
insanı	insanu
olanda	olanda
qazanır	gazanur
rahat	rahat
Dəmir	dEmir
dəyişiklik	dEyiSiSliS
qalın	galun
qorunması	gorunmasu
riyazi	riyazi
versiyası	versiyasu
ziyan	ziyan
fikirlər	fiTirlEr
müstəqillik	mistEgilliS
namizəd	namizEd
tutub	tutub
dekorativ	deTorativ
final	final
lazımi	lazumi
İspaniya	ispania
X	xe
faiz	faz
götürür	TEcirir
islam	islam
oyunçu	oyunCu
hərbçi	hErbCi
mövqe	mEvge
rayonun	rayonun
statusu	statusu
şairin	Sarin
görüb	TErib
jurnalist	Zurnalist
oyunun	oyunun
tutmuş	tutmuS
Nazirlər	nazirlEr
Prezidentinin	prezidentinin
olunmasına	olunmasuna
zəngindir	zEnTindir
dəyərli	dEyErli
ehtiyat	ehtiyat
nəzdində	nEzdindE
tapılmışdır	tapulmuSdur
uçuş	uCuS
Abdulla	abdulla
Osman	osman
açır	aCur
cəmiyyəti	jEmiyyEti
dəyəri	dEyEri
gəldiyi	TEldiyi
hakimiyyətinin	haTimiyyEtinin
universitetin	universicecin
şeirləri	SeirlEri
XIII	xuuu
filminin	filminin
kilsənin	TilsEnin
kompleks	TompleSs
məni	mEni
qaranlıq	garanlux
roman	roman
örtülmüşdür	ErtilmiSdir
birləşdirir	birlESdirir
hökm	hESm
nümunə	nimunE
ətrafındakı	EtrafundaTu
adaları	adalaru
dərinliyi	dErinliyi
ili	ili
məsafə	mEsafE
torpaqlar	torpaglar
könüllü	TEnilli
cənubunda	jEnubunda
fərq	fErx
mexaniki	mexaniTi
sənədli	sEnEdli
yaradıcı	yaraduju
başçılığı	baSCuluuu
dairəsi	darEsi
keçirib	TeCirib
məhdud	mEhdud
Kanada	Tanada
təsirini	tEsirini
Komitəsi	TomitEsi
kənarında	TEnarunda
yağı	yau
Ay	ay
adamlar	adamlar
göndərir	TEndErir
köməkçi	TEmESCi
məsələsi	mEsElEsi
Bakının	baTunun
Suriya	suria
dostları	dostlaru
mövsümündə	mEvsimindE
seçilmiş	seCilmiS
sənətinin	sEnEtinin
XIV	xuv
balaca	balaja
planı	planu
qəhrəmanı	gEhrEmanu
yolunun	yolunun
üzərindən	izErindEn
Nobel	nobel
hökumətin	hETumEtin
mərkəzinə	mErTEzinE
sözlər	sEzlEr
Ömər	EmEr
əvvəlcədən	EvvEljEdEn
araşdırmalar	araSdurmalar
demişdir	demiSdir
ilədək	ilEdES
şərh	SErh
əsərinin	EsErinin
müğənni	miEnni
peşə	peSE
VII	vuu
aylıq	aylux
Tezliklə	tezliSlE
emalı	emalu
memar	memar
tarixdə	tarixdE
şəraiti	SEraci
Fransada	fransada
məktəbə	mEStEbE
süd	sid
əkinçilik	ETinCiliS
Ondan	ondan
Partiyasının	partiyasunun
çəkmək	CESmES
etibarilə	ecibarilE
həyatına	hEyatuna
ittiham	ittiham
keyfiyyətli	TeyfiyyEtli
məişət	mEiSEt
məqalələr	mEgalElEr
Amerikada	ameriTada
VI	vu
strateji	strateZi
xəstə	xEstE
əsərini	EsErini
doqquz	dogguz
həqiqətən	hEgigEtEn
qoruyub	goruyub
çıxardı	Cuxardu
dizayn	dizayn
qoyulur	goyulur
sarayı	sarayu
tərəfinə	tErEfinE
xəstəliyi	xEstEliyi
çıxması	Cuxmasu
Cəmiyyətinin	jEmiyyEtinin
limanı	limanu
romanı	romanu
suları	sularu
əməl	EmEl
əsərdə	EsErdE
Kərim	TErim
Qala	gala
fakültəsində	faTiltEsindE
reaksiya	reaSsia
sultan	sultan
tuturdu	tuturdu
Ana	ana
deyilən	deyilEn
dir	dir
hökmdar	hESmdar
məcburi	mEjburi
olmamışdır	olmamuSdur
Yaxşı	yaxSu
başqaları	baSgalaru
emal	emal
fikrini	fiSrini
istər	istEr
qəzasında	gEzasunda
turşusu	turSusu
tutulan	tutulan
təşkili	tESTili
vasitə	vasitE
ölkəni	ElTEni
özlərinə	EzlErinE
Hüquq	higux
işlədiyi	iSlEdiyi
yayılması	yayulmasu
əkin	ETin
ərazilər	ErazilEr
anasının	anasunun
bəyan	bEyan
qazanıb	gazanub
rejissoru	reZissoru
Cəfər	jEfEr
istədi	istEdi
rəhbər	rEhbEr
şəbəkə	SEbETE
hədiyyə	hEdiyyE
ordunun	ordunun
qoyulmuş	goyulmuS
təsəvvür	tEsEvvir
May	may
yarısı	yarusu
Kitab	Titab
gəlirlər	TElirlEr
qabaq	gabax
sadiq	sadix
ədəbiyyatının	EdEbiyyatunun
ərzaq	Erzax
Rayonun	rayonun
bərabərdir	bErabErdir
seçildi	seCildi
İdman	idman
Şəhərdə	SEhErdE
cənuba	jEnuba
dağı	dau
hesabla	hesabla
qurulan	gurulan
tədqiqatçılar	tEdgigatCular
Quliyev	guliyev
ayaq	ayax
dönəmində	dEnEmindE
mindən	mindEn
məlumatlara	mElumatlara
qüvvələrin	givvElErin
müharibəsində	miharibEsindE
mərasimi	mErasimi
aktrisa	aStrisa
bitkiləri	bitTilEri
etdirilir	etdirilir
mühəndis	mihEndis
vurub	vurub
çəkdiyi	CESdiyi
Hüseynov	hiseynov
Silahlı	silahlu
deyirlər	deyirlEr
işçisi	iSCisi
nəsli	nEsli
obrazı	obrazu
sürgün	sirTin
tank	tanS
şəhərindən	SEhErindEn
etiraf	eciraf
hərəkatı	hErETatu
istedadlı	istedadlu
qalanın	galanun
Əməkdar	EmESdar
artırır	arturur
gələ	TElE
mal	mal
